agegroup,gender,education,country,ethnicity,neuroticism,extraversion,opentoexperience,agreeableness,conscientiousness,impulsiveness,sensation,caffeine,chocolate,nicotine,alcohol,amphetamine,amylnitrite,benzodiaz,cannabis,cocaine,crack,ecstasy,heroin,ketamine,legalhighs,LSD,methadone,mushrooms,volatiles,any,severity,UseLevel
18-24,female,-0.61113,USA,White,-1.32828,1.11406,1.24033,0.28783,-0.78155,1.86203,1.92173,5.0,4.0,6.0,5.0,3.0,3.0,4.0,6.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,TRUE,54.0,high
25-34,female,1.98437,UK,White,-0.34799,2.32338,1.43533,0.59042,0.58489,-0.21712,0.07987,6.0,6.0,3.0,5.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,9.0,low
18-24,male,-1.22751,USA,Other,-0.58016,3.27393,2.15324,-0.60633,0.93949,1.86203,1.2247,6.0,6.0,5.0,5.0,3.0,0.0,4.0,4.0,3.0,0.0,2.0,5.0,0.0,3.0,2.0,3.0,2.0,0.0,TRUE,36.0,high
18-24,male,-0.61113,USA,White,-1.32828,-0.30033,0.14143,1.2861,1.13407,0.19268,-0.21575,6.0,5.0,4.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,TRUE,13.0,low
35-44,female,-0.61113,USA,White,-0.58016,-0.94779,1.43533,0.28783,-0.65253,-0.21712,0.07987,5.0,5.0,6.0,3.0,6.0,2.0,6.0,4.0,2.0,0.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,TRUE,45.0,high
35-44,male,-0.61113,UK,White,1.23461,0.80523,0.88309,-0.15487,1.13407,0.88113,0.7654,6.0,6.0,6.0,6.0,4.0,3.0,5.0,6.0,2.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,3.0,1.0,TRUE,42.0,high
45-54,female,0.45468,UK,White,-0.79151,1.93886,-0.45174,1.11406,0.41594,0.88113,1.92173,6.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TRUE,2.0,low
35-44,female,-1.7379,UK,White,0.13606,0.00332,-1.27553,-0.76096,0.58489,0.52975,-0.21575,6.0,6.0,6.0,5.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,12.0,low
18-24,male,-0.61113,USA,White,0.52135,-1.09207,-0.01928,-2.21844,-1.38502,-0.71126,0.7654,6.0,4.0,6.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,4.0,3.0,0.0,4.0,0.0,TRUE,26.0,high
35-44,female,0.45468,Canada,White,0.13606,-1.09207,0.29338,-0.15487,0.7583,-1.37983,-1.54858,6.0,6.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,TRUE,9.0,low
18-24,female,0.45468,UK,Asian,0.31287,0.63779,1.06238,1.11406,-0.27607,-0.71126,0.7654,6.0,5.0,6.0,0.0,2.0,0.0,2.0,6.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,TRUE,25.0,high
18-24,male,-0.61113,USA,White,0.13606,0.16767,0.14143,-0.60633,-0.65253,0.52975,1.92173,6.0,5.0,5.0,5.0,4.0,2.0,4.0,6.0,6.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,TRUE,53.0,high
35-44,male,1.16365,UK,White,-0.14882,-0.94779,-1.27553,-0.01729,-0.65253,-0.21712,-0.52593,6.0,4.0,1.0,6.0,0.0,3.0,5.0,2.0,6.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,TRUE,25.0,high
55-64,male,0.45468,USA,White,1.72012,-2.11437,-1.11902,-1.21213,-0.27607,0.88113,-0.84637,6.0,4.0,1.0,2.0,6.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,TRUE,19.0,high
25-34,female,0.45468,UK,White,0.04257,1.58487,1.24033,1.2861,0.58489,1.29221,0.40148,5.0,4.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TRUE,6.0,low
35-44,female,-1.22751,USA,White,1.8399,-1.7625,1.24033,-1.07533,0.25953,0.19268,-0.52593,6.0,6.0,6.0,4.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,TRUE,23.0,high
35-44,female,-0.05921,UK,White,0.62967,0.63779,1.06238,0.94156,1.30612,0.88113,0.40148,6.0,4.0,6.0,5.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,TRUE,38.0,high
35-44,female,-0.61113,Other,White,1.72012,-0.94779,-1.82919,0.76096,-1.0145,0.19268,-2.07848,6.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,1.0,low
18-24,female,-0.61113,USA,White,1.37297,0.00332,-0.01928,0.76096,-0.27607,0.19268,-0.21575,6.0,5.0,6.0,5.0,0.0,0.0,4.0,6.0,0.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,3.0,0.0,TRUE,31.0,high
18-24,male,-0.61113,USA,White,0.22393,-0.69509,0.14143,-0.60633,-0.27607,0.19268,0.40148,6.0,6.0,3.0,6.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,TRUE,23.0,high
25-34,female,-1.7379,Australia,White,-0.58016,0.32197,0.14143,-0.60633,0.12331,1.29221,0.7654,6.0,5.0,6.0,6.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,2.0,6.0,2.0,TRUE,44.0,high
45-54,male,-0.61113,USA,White,-0.14882,-0.30033,0.58331,0.13136,-0.27607,1.29221,1.2247,6.0,5.0,6.0,4.0,5.0,2.0,3.0,4.0,2.0,2.0,2.0,0.0,2.0,5.0,2.0,0.0,2.0,0.0,TRUE,37.0,high
45-54,female,1.16365,UK,White,-0.46725,0.63779,-0.31776,-0.60633,-1.13788,0.19268,-0.84637,6.0,5.0,2.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,6.0,low
18-24,male,-0.61113,Australia,White,0.31287,1.74091,0.29338,-0.76096,-1.78169,1.86203,1.92173,6.0,6.0,6.0,5.0,4.0,5.0,3.0,6.0,3.0,0.0,4.0,0.0,0.0,5.0,0.0,4.0,5.0,0.0,TRUE,45.0,high
35-44,female,0.45468,UK,White,0.62967,0.16767,-0.71727,-0.91699,-0.89891,-1.37983,-1.18084,5.0,4.0,3.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,TRUE,13.0,low
18-24,female,0.45468,UK,White,-0.46725,0.16767,-0.01928,0.59042,0.58489,-1.37983,-1.18084,5.0,5.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2.0,low
35-44,male,1.98437,Other,White,1.72012,-0.15487,0.88309,-1.07533,-0.40581,-0.21712,-0.21575,5.0,5.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,TRUE,5.0,low
18-24,male,-0.61113,Canada,White,-1.43907,1.11406,0.58331,-0.60633,-0.78155,0.88113,0.40148,6.0,5.0,2.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,TRUE,16.0,high
35-44,female,-0.05921,UK,White,0.41667,-0.15487,-0.97631,1.11406,-0.65253,-1.37983,-1.18084,6.0,4.0,6.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,TRUE,13.0,low
18-24,female,1.16365,UK,White,0.62967,1.11406,-0.84732,-0.45321,-1.25773,-0.71126,-0.84637,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,4.0,low
25-34,male,1.16365,UK,White,0.62967,0.47617,0.44585,0.59042,-1.0145,0.19268,-1.18084,6.0,0.0,1.0,5.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,7.0,low
25-34,male,1.98437,UK,White,-0.58016,0.32197,-0.17779,0.13136,0.58489,-1.37983,-1.54858,6.0,6.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,5.0,low
25-34,female,0.45468,Australia,White,-1.43907,1.74091,-0.84732,-0.60633,0.58489,0.88113,0.40148,6.0,5.0,5.0,6.0,2.0,0.0,2.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,19.0,high
55-64,male,-0.05921,UK,White,-0.05188,-0.30033,-0.01928,-0.60633,-0.40581,-1.37983,-1.18084,6.0,5.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,TRUE,14.0,high
35-44,male,-1.7379,UK,White,0.91093,-0.30033,-1.55521,-0.45321,-0.27607,-0.21712,-0.21575,5.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,6.0,low
25-34,male,-1.7379,USA,White,-0.34799,-2.44904,-0.71727,-0.01729,0.25953,-1.37983,-0.84637,6.0,3.0,6.0,5.0,0.0,0.0,3.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,TRUE,27.0,high
35-44,male,-0.05921,UK,Black,-0.92104,1.45421,-1.27553,-0.45321,-0.00665,-0.21712,0.07987,6.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
18-24,female,0.45468,UK,White,-0.58016,0.47617,0.88309,1.61108,0.58489,-0.21712,0.40148,6.0,6.0,6.0,5.0,2.0,2.0,2.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,21.0,high
25-34,female,-0.05921,UK,White,0.13606,0.63779,-0.84732,1.81866,0.58489,-0.21712,-1.18084,6.0,5.0,6.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,TRUE,12.0,low
18-24,male,-0.61113,USA,White,-1.43907,1.45421,1.06238,-1.6209,0.93949,-0.71126,0.40148,6.0,6.0,6.0,6.0,0.0,0.0,3.0,5.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,3.0,3.0,2.0,TRUE,34.0,high
18-24,male,0.45468,UK,Asian,0.82562,0.63779,-0.84732,-2.21844,0.93949,1.86203,1.92173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
35-44,male,-0.05921,UK,White,-0.92104,-0.57545,-0.31776,-0.15487,-1.0145,-0.21712,-0.21575,6.0,6.0,6.0,6.0,2.0,2.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,TRUE,20.0,high
35-44,female,-0.05921,USA,White,-2.75696,0.96248,0.14143,0.43852,2.04506,-0.71126,-0.21575,6.0,6.0,6.0,5.0,0.0,0.0,0.0,6.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,TRUE,22.0,high
18-24,male,-0.61113,USA,White,0.62967,-1.6334,-1.27553,-0.01729,-0.89891,1.86203,1.2247,3.0,6.0,5.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,TRUE,27.0,high
35-44,female,-1.7379,UK,White,-1.69163,1.58487,-0.58331,1.81866,1.63088,0.52975,-0.52593,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
35-44,female,-1.7379,UK,White,-0.14882,1.11406,0.29338,-0.91699,-1.0145,1.86203,0.40148,6.0,6.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,3.0,low
35-44,female,1.98437,UK,White,-0.34799,0.80523,-0.17779,-0.91699,2.63199,-0.71126,-0.52593,6.0,5.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TRUE,8.0,low
25-34,female,-0.05921,UK,White,-0.58016,-0.15487,-1.42424,-0.01729,-0.40581,0.88113,-2.07848,6.0,5.0,6.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,TRUE,13.0,low
18-24,male,-1.43719,Australia,White,-0.34799,0.80523,0.7233,0.59042,-0.89891,1.86203,1.2247,6.0,5.0,3.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,TRUE,18.0,high
55-64,male,1.16365,USA,White,-1.69163,0.00332,1.24033,1.2861,0.41594,0.19268,0.07987,6.0,6.0,0.0,4.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,TRUE,13.0,low
45-54,female,-0.61113,USA,White,1.23461,-1.09207,-0.45174,-0.15487,0.7583,-0.71126,-0.21575,6.0,6.0,6.0,6.0,1.0,1.0,4.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,TRUE,25.0,high
25-34,female,1.98437,USA,White,0.52135,0.32197,1.65653,-0.60633,-0.65253,-0.21712,-0.52593,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
25-34,female,1.16365,UK,White,1.8399,-0.94779,-0.31776,-1.772,-2.04506,1.29221,1.92173,6.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0,3.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,TRUE,25.0,high
25-34,female,0.45468,USA,Other,0.82562,-1.6334,-0.31776,-1.47955,-1.13788,-1.37983,-1.18084,1.0,3.0,1.0,2.0,1.0,0.0,6.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,TRUE,20.0,high
18-24,female,0.45468,UK,White,1.23461,-0.43999,-1.27553,-0.91699,0.7583,-1.37983,-2.07848,4.0,6.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,4.0,low
18-24,male,-0.05921,UK,White,0.41667,1.2861,1.06238,-0.01729,-0.40581,0.52975,0.07987,5.0,6.0,5.0,3.0,5.0,2.0,5.0,5.0,3.0,0.0,5.0,0.0,3.0,5.0,5.0,2.0,4.0,0.0,TRUE,49.0,high
45-54,male,0.45468,UK,White,-1.1943,-0.15487,-1.27553,1.45039,0.41594,-0.71126,0.07987,6.0,5.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,4.0,low
25-34,male,1.16365,Other,White,0.82562,-0.94779,0.58331,0.59042,0.7583,0.52975,-0.21575,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
18-24,male,-0.61113,USA,White,1.37297,-0.94779,2.15324,-1.772,-1.92173,1.86203,0.40148,6.0,6.0,4.0,4.0,3.0,0.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,TRUE,23.0,high
18-24,male,-0.61113,Other,White,0.82562,0.63779,0.29338,-1.07533,-1.38502,-0.71126,-0.21575,6.0,6.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,TRUE,53.0,high
55-64,male,0.45468,UK,White,-0.14882,0.63779,1.24033,0.76096,1.46191,-0.21712,-0.52593,5.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,TRUE,14.0,high
35-44,female,1.98437,UK,White,1.23461,0.16767,-0.01928,-1.07533,-0.65253,-0.21712,1.2247,6.0,5.0,6.0,6.0,3.0,3.0,6.0,5.0,5.0,0.0,5.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,TRUE,46.0,high
25-34,female,-0.61113,USA,Other,1.37297,0.47617,1.06238,-0.91699,-1.78169,1.86203,1.2247,3.0,5.0,3.0,6.0,0.0,0.0,6.0,6.0,3.0,0.0,5.0,0.0,0.0,3.0,3.0,4.0,2.0,0.0,TRUE,35.0,high
18-24,male,-0.61113,UK,White,0.41667,0.47617,0.58331,0.13136,-1.0145,1.86203,0.40148,6.0,6.0,6.0,6.0,3.0,0.0,0.0,6.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,TRUE,29.0,high
25-34,male,1.16365,USA,White,0.31287,-0.80615,-0.01928,-0.91699,1.13407,1.86203,1.92173,6.0,6.0,5.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,TRUE,17.0,high
18-24,male,-0.61113,USA,White,0.04257,-0.15487,1.65653,0.13136,0.25953,0.52975,1.92173,4.0,4.0,3.0,5.0,3.0,0.0,3.0,5.0,4.0,0.0,2.0,3.0,0.0,3.0,2.0,3.0,2.0,0.0,TRUE,33.0,high
35-44,male,-0.05921,USA,Other,1.23461,-2.11437,0.7233,-1.92595,-0.40581,2.90161,0.7654,5.0,5.0,1.0,3.0,5.0,1.0,2.0,4.0,2.0,2.0,0.0,4.0,0.0,6.0,1.0,6.0,1.0,0.0,TRUE,35.0,high
35-44,female,0.45468,UK,White,0.73545,0.00332,-0.97631,-0.01729,-0.00665,-0.21712,-1.18084,6.0,6.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,TRUE,9.0,low
25-34,male,1.16365,UK,White,1.37297,-1.23177,-0.58331,0.43852,-1.25773,0.88113,0.7654,6.0,6.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,4.0,low
18-24,female,1.16365,UK,White,-0.05188,1.11406,-1.42424,-0.45321,-0.78155,0.88113,1.2247,5.0,6.0,0.0,5.0,0.0,2.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,TRUE,13.0,low
18-24,female,0.45468,UK,White,-0.05188,-0.15487,0.44585,0.28783,0.41594,-1.37983,-0.21575,6.0,4.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,TRUE,19.0,high
45-54,female,-0.05921,UK,White,0.04257,0.63779,-1.68062,-1.07533,-0.00665,-0.71126,-1.18084,3.0,6.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,7.0,low
18-24,female,-0.61113,UK,White,0.91093,0.96248,-1.11902,0.59042,0.25953,-0.21712,0.40148,4.0,5.0,5.0,5.0,2.0,2.0,0.0,3.0,3.0,0.0,2.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,TRUE,27.0,high
45-54,female,-0.61113,UK,White,-0.24649,1.58487,-0.84732,1.2861,0.58489,-0.71126,-0.84637,6.0,6.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2.0,low
18-24,female,0.45468,UK,White,-0.58016,0.16767,-0.84732,1.11406,1.46191,0.52975,1.2247,5.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
45-54,male,0.45468,UK,White,0.22393,-1.09207,-0.71727,-0.30172,-0.65253,0.19268,-0.84637,6.0,6.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,TRUE,16.0,high
45-54,male,-0.05921,UK,White,0.13606,0.47617,-0.84732,-1.47955,0.41594,1.29221,1.2247,6.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,6.0,low
25-34,female,0.45468,UK,White,-0.46725,0.80523,-0.97631,1.45039,1.13407,-1.37983,-1.18084,6.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
35-44,female,0.45468,Canada,White,0.31287,0.63779,-0.01928,0.76096,-0.14277,-0.21712,-0.52593,6.0,5.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,TRUE,6.0,low
18-24,male,-0.61113,Other,White,-0.24649,-1.09207,0.29338,-0.45321,-1.0145,-1.37983,0.7654,3.0,4.0,3.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,TRUE,14.0,high
45-54,male,0.45468,UK,White,-0.92104,1.58487,0.14143,-0.30172,0.7583,0.19268,0.40148,6.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
35-44,female,0.45468,UK,White,-0.24649,0.63779,0.7233,1.11406,0.25953,1.29221,1.2247,5.0,5.0,2.0,6.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TRUE,11.0,low
55-64,female,0.45468,UK,White,-0.79151,-1.23177,-0.01928,-0.91699,-0.14277,0.88113,0.40148,6.0,6.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,TRUE,11.0,low
35-44,female,1.16365,UK,Other,2.61139,0.47617,-1.55521,-0.30172,1.46191,-0.21712,-0.84637,6.0,6.0,6.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,TRUE,13.0,low
35-44,male,0.45468,Other,White,1.49158,-0.57545,0.88309,-1.6209,-0.40581,-0.21712,0.7654,6.0,6.0,2.0,5.0,2.0,1.0,6.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,TRUE,37.0,high
25-34,female,0.45468,UK,White,1.60383,0.80523,1.43533,0.13136,-1.13788,0.52975,0.40148,6.0,5.0,4.0,5.0,1.0,1.0,3.0,1.0,3.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,TRUE,27.0,high
25-34,female,-0.05921,UK,Black,0.04257,0.00332,-0.97631,-0.45321,0.93949,0.52975,-0.52593,5.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
25-34,female,1.16365,UK,White,1.02119,0.80523,1.24033,-0.01729,0.25953,-1.37983,0.07987,5.0,6.0,2.0,5.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,TRUE,16.0,high
18-24,male,-0.61113,USA,White,-0.34799,0.80523,1.43533,0.59042,-0.00665,0.19268,1.2247,6.0,4.0,6.0,6.0,3.0,0.0,2.0,6.0,4.0,0.0,2.0,0.0,3.0,3.0,4.0,3.0,4.0,3.0,TRUE,43.0,high
55-64,female,-0.05921,Canada,White,0.04257,-0.30033,-0.31776,-0.76096,0.58489,1.29221,0.7654,5.0,4.0,1.0,1.0,0.0,1.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,4.0,1.0,1.0,TRUE,26.0,high
45-54,female,1.98437,UK,White,-2.42317,0.16767,-0.31776,2.03972,1.81175,-0.71126,-1.18084,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
45-54,male,1.98437,UK,White,0.22393,-0.80615,-0.17779,-0.01729,-2.04506,-0.71126,-2.07848,6.0,4.0,0.0,6.0,6.0,1.0,3.0,1.0,3.0,3.0,6.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,TRUE,38.0,high
25-34,male,1.16365,UK,White,-0.92104,-1.23177,-0.17779,-0.76096,0.12331,-0.21712,-0.21575,6.0,6.0,3.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,5.0,low
18-24,female,-0.61113,UK,White,-0.24649,0.32197,0.29338,0.43852,0.7583,-0.21712,0.07987,5.0,6.0,6.0,6.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,11.0,low
35-44,female,1.16365,UK,White,-1.05308,0.16767,0.44585,-0.30172,0.58489,-0.21712,-0.21575,6.0,5.0,3.0,5.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TRUE,11.0,low
35-44,female,-1.22751,UK,White,-0.79151,-0.80615,0.7233,-0.91699,0.25953,-0.71126,-0.21575,6.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,1.0,low
35-44,male,0.45468,USA,White,0.31287,-1.50796,-1.68062,-1.6209,0.7583,-0.71126,0.40148,6.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,TRUE,11.0,low
18-24,female,-0.61113,UK,White,2.82196,-1.37639,0.7233,-0.45321,0.58489,-0.21712,0.7654,6.0,6.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,5.0,low
25-34,female,0.45468,UK,White,0.41667,0.96248,-0.01928,-0.91699,1.63088,0.19268,0.40148,6.0,6.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,4.0,low
55-64,male,1.16365,UK,White,-0.24649,0.00332,-1.42424,0.59042,0.12331,-1.37983,-0.84637,6.0,6.0,6.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,9.0,low
